"","Module","Policy","ISO","year","Value","Policytype","Policytype_detail","diff","diff_2","introduction","diff_adj","diff_2_adj","source","Policy_name","Broad_category","Policytype_detail_new","Market_non_market","label","High_income"
"269","Buildings","Labels Appliances","CHL",2009,8,"NMBI","Information",3,3,0,1,1,"OECD","Label","Label","Information","Non-market","jump",0
"270","Buildings","Labels Appliances","IDN",2009,3,"NMBI","Information",3,3,1,1,1,"OECD","Label","Label","Information","Non-market","jump",0
"271","Buildings","MEPS of appliances","AUS",2009,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",1
"272","Buildings","MEPS of appliances","NOR",2009,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",1
"273","Buildings","MEPS of appliances","CHE",2009,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",1
"274","Buildings","MEPS of appliances","ARG",2009,5,"NMBI","Performance Standards",5,5,1,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"275","Buildings","MEPS of appliances","IND",2009,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"276","Buildings","MEPS of appliances","SAU",2009,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"277","Electricity","ETS Electricity","USA",2009,4,"MBI","Carbon Pricing",4,4,1,1,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"278","Electricity","Feed-In-Tariffs","DNK",2009,3,"MBI","Subsidy",3,3,0,1,1,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",1
"279","Electricity","Feed-In-Tariffs","ZAF",2009,7,"MBI","Subsidy",7,7,1,1,1,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",0
"280","Electricity","Feed-In-Tariffs","SVK",2009,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",1
"281","Electricity","Feed-In-Tariffs","CHN",2009,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",0
"282","Electricity","Renewable energy certificates","POL",2009,7,"MBI","Subsidy",1,2,0,0,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Subsidy","Non-market","slow_increase",1
"283","Electricity","Renewable energy certificates","IND",2009,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Subsidy","Non-market","jump",0
"284","Industry","MEPS electric motors","BRA",2009,3,"NMBI","Performance Standards",3,3,1,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"285","Industry","MEPS electric motors","JPN",2009,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",1
"286","Transport","Financial support","CAN",2009,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"287","Transport","Financial support","DEU",2009,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"288","Transport","Financial support","JPN",2009,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"289","Transport","Financial support","NOR",2009,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"290","Transport","Financial support","ITA",2009,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"291","Transport","Financial support","USA",2009,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"292","Transport","Investment in Rail Infrastructure","ITA",2009,9,"NMBI","Other NMBI",2,2,0,1,1,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"293","Transport","Investment in Rail Infrastructure","BGR",2009,5,"NMBI","Other NMBI",1,2,0,0,1,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","slow_increase",1
"294","Transport","Labels Passenger Cars","BGR",2009,10,"NMBI","Information",10,10,1,1,1,"OECD","Label","Label","Information","Non-market","jump",1
"295","Transport","Labels Passenger Cars","CHN",2009,10,"NMBI","Information",10,10,1,1,1,"OECD","Label","Label","Information","Non-market","jump",0
"296","Transport","Labels Passenger Cars","ROU",2009,10,"NMBI","Information",10,10,1,1,1,"OECD","Label","Label","Information","Non-market","jump",1
"297","Transport","MEPS Transport","NOR",2009,5,"NMBI","Performance Standards",5,5,1,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",1
"298","Transport","Taxation","DEU",2009,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax","Vehicle taxation","","Market","jump",1
"299","Buildings","BuildingEnergyCodes","ESP",2010,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD","Building energy code","Building code","Performance Standards","Non-market","jump",1
"300","Buildings","BuildingEnergyCodes","SWE",2010,5,"NMBI","Performance Standards",5,5,1,1,1,"OECD","Building energy code","Building code","Performance Standards","Non-market","jump",1
"301","Buildings","BuildingEnergyCodes","BRA",2010,3,"NMBI","Performance Standards",3,3,1,1,1,"OECD","Building energy code","Building code","Performance Standards","Non-market","jump",0
"302","Buildings","BuildingEnergyCodes","NOR",2010,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD","Building energy code","Building code","Performance Standards","Non-market","jump",1
"303","Buildings","Carbon Tax Buildings","IRL",2010,6,"MBI","Carbon Pricing",6,6,1,1,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",1
"304","Buildings","Financial support","CHE",2010,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"305","Buildings","Labels Appliances","AUS",2010,5,"NMBI","Information",2,5,0,1,0,"OECD","Label","Label","Information","Non-market","jump",1
"306","Buildings","Labels Appliances","RUS",2010,3,"NMBI","Information",3,3,1,1,1,"OECD","Label","Label","Information","Non-market","jump",0
"307","Electricity","AirEmissionStandards","ZAF",2010,2,"NMBI","Performance Standards",2,2,1,1,1,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",0
"308","Electricity","AirEmissionStandards","TUR",2010,5,"NMBI","Performance Standards",4,4,0,1,1,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",0
"309","Electricity","Auction","IND",2010,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",0
"310","Electricity","ETS Electricity","NZL",2010,8,"MBI","Carbon Pricing",8,8,1,1,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"311","Electricity","Feed-In-Tariffs","JPN",2010,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",1
"312","Electricity","Feed-In-Tariffs","USA",2010,5,"MBI","Subsidy",2,3,0,1,1,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",1
"313","Electricity","Feed-In-Tariffs","CAN",2010,7,"MBI","Subsidy",1,2,0,0,1,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",1
"314","Electricity","Feed-In-Tariffs","GBR",2010,6,"MBI","Subsidy",6,6,1,1,1,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",1
"315","Electricity","Feed-In-Tariffs","IDN",2010,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",0
"316","Electricity","Renewable energy certificates","BEL",2010,5,"MBI","Subsidy",2,2,0,1,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Subsidy","Non-market","jump",1
"317","Electricity","Renewable energy certificates","GBR",2010,8,"MBI","Subsidy",1,2,0,0,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Subsidy","Non-market","jump",1
"318","Electricity","Renewable energy certificates","ROU",2010,7,"MBI","Subsidy",7,7,1,1,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Subsidy","Non-market","jump",1
"319","Electricity","Renewable energy certificates","CHL",2010,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Subsidy","Non-market","jump",0
"320","Industry","Carbon Tax Industry","IRL",2010,9,"MBI","Carbon Pricing",9,9,1,1,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",1
"321","Industry","ETS Industry","NZL",2010,8,"MBI","Carbon Pricing",8,8,1,1,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"322","Industry","MEPS electric motors","MEX",2010,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"323","Transport","Carbon Tax Transport","IRL",2010,6,"MBI","Carbon Pricing",6,6,1,1,1,"OECD","Carbon tax","Driving taxation","Carbon Pricing","Market","jump",1
"324","Transport","Congestion Charges","NOR",2010,7,"MBI","Other MBI",2,1,0,1,0,"OECD","Congestion charge","Driving taxation","Other MBI","Market","jump",1
"325","Transport","ETS Transport","NZL",2010,9,"MBI","Carbon Pricing",9,9,1,1,1,"OECD","Emissions trading scheme","Driving taxation","Carbon Pricing","Market","jump",1
"326","Transport","Excise Tax Transport","GRC",2010,9,"MBI","Carbon Pricing",3,0,0,1,0,"OECD","Fuel excise tax","Driving taxation","Carbon Pricing","Market","jump",1
"327","Transport","Financial support","CHN",2010,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",0
"328","Transport","Financial support","USA",2010,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"329","Transport","Financial support","SWE",2010,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"330","Transport","Investment in Rail Infrastructure","NZL",2010,4,"NMBI","Other NMBI",2,0,0,1,0,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"331","Transport","Investment in Rail Infrastructure","SVK",2010,8,"NMBI","Other NMBI",4,3,0,1,1,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"332","Transport","Investment in Rail Infrastructure","GRC",2010,6,"NMBI","Other NMBI",2,3,0,1,1,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"333","Transport","Investment in Rail Infrastructure","HUN",2010,5,"NMBI","Other NMBI",2,1,0,1,0,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"334","Transport","MEPS Transport","KOR",2010,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"335","Transport","MEPS Transport","JPN",2010,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",1
"336","Transport","Taxation","AUS",2010,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax","Vehicle taxation","","Market","jump",1
"337","Transport","Taxation","GRC",2010,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax","Vehicle taxation","","Market","jump",1
"338","Transport","Taxation","ZAF",2010,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax","Vehicle taxation","","Market","jump",0
"339","Buildings","BuildingEnergyCodes","ZAF",2011,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD","Building energy code","Building code","Performance Standards","Non-market","jump",0
"340","Buildings","BuildingEnergyCodes","CHE",2011,5,"NMBI","Performance Standards",5,5,1,1,1,"OECD","Building energy code","Building code","Performance Standards","Non-market","jump",1
"341","Buildings","BuildingEnergyCodes","CAN",2011,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD","Building energy code","Building code","Performance Standards","Non-market","jump",1
"342","Buildings","Carbon Tax Buildings","FIN",2011,9,"MBI","Carbon Pricing",3,3,0,1,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",1
"343","Buildings","Excise Taxes Buildings","SVK",2011,4,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fuel excise tax","Taxation","Carbon Pricing","Market","jump",1
"344","Buildings","Financing Mechanism Buildings","POL",2011,5,"MBI","Subsidy",5,0,1,1,0,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"345","Buildings","Financing Mechanism Buildings","GRC",2011,3,"MBI","Subsidy",3,0,1,1,0,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"346","Buildings","Financing Mechanism Buildings","ESP",2011,5,"MBI","Subsidy",5,0,1,1,0,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"347","Buildings","Financing Mechanism Buildings","PRT",2011,10,"MBI","Subsidy",2,0,0,1,0,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"348","Buildings","Fossil Fuel Subsides Buildings","CHL",2011,10,"MBI","Carbon Pricing",6,0,0,1,0,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"349","Buildings","Labels Appliances","IND",2011,5,"NMBI","Information",2,2,0,1,1,"OECD","Label","Label","Information","Non-market","jump",0
"350","Buildings","Labels Appliances","TUR",2011,5,"NMBI","Information",5,5,1,1,1,"OECD","Label","Label","Information","Non-market","jump",0
"351","Buildings","Labels Appliances","CHL",2011,10,"NMBI","Information",2,2,0,1,1,"OECD","Label","Label","Information","Non-market","jump",0
"352","Buildings","MEPS of appliances","TUR",2011,8,"NMBI","Performance Standards",8,8,1,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"353","Buildings","MEPS of appliances","PER",2011,8,"NMBI","Performance Standards",5,5,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"354","Buildings","MEPS of appliances","ARG",2011,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"355","Electricity","AirEmissionStandards","FRA",2011,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",1
"356","Electricity","Carbon Tax Electricity","CAN",2011,3,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",1
"357","Electricity","ETS Electricity","CHE",2011,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"358","Electricity","Excise Taxes Electricity","SWE",2011,7,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fuel excise tax","Taxation","Carbon Pricing","Market","jump",1
"359","Electricity","Feed-In-Tariffs","AUS",2011,4,"MBI","Subsidy",1,2,0,0,1,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",1
"360","Electricity","Feed-In-Tariffs","FIN",2011,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",1
"361","Electricity","Feed-In-Tariffs","CHN",2011,5,"MBI","Subsidy",2,2,0,1,1,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",0
"362","Electricity","Fossil Fuel Subsidies Electricity","SWE",2011,8,"MBI","Carbon Pricing",3,0,0,1,0,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"363","Electricity","PlanningRenewablesExpansion","ESP",2011,5,"NMBI","Other regulatory instruments",4,0,0,1,0,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"364","Electricity","Renewable energy certificates","ITA",2011,6,"MBI","Subsidy",1,2,0,0,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Subsidy","Non-market","jump",1
"365","Industry","EnergyEfficiencyMandates","ZAF",2011,4,"NMBI","Other regulatory instruments",2,0,0,1,0,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",0
"366","Industry","EnergyEfficiencyMandates","AUT",2011,1,"NMBI","Other regulatory instruments",1,0,1,0,0,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",1
"367","Industry","EnergyEfficiencyMandates","AUS",2011,4,"NMBI","Other regulatory instruments",4,0,1,1,0,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",1
"368","Industry","ETS Industry","CHE",2011,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"369","Industry","Excise Taxes Industry","HUN",2011,4,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel excise tax","Taxation","Carbon Pricing","Market","jump",1
"370","Industry","Excise Taxes Industry","GRC",2011,3,"MBI","Carbon Pricing",3,3,1,1,1,"OECD","Fuel excise tax","Taxation","Carbon Pricing","Market","jump",1
"371","Industry","Financing Mechanism Industry","POL",2011,5,"MBI","Subsidy",5,0,1,1,0,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"372","Industry","Financing Mechanism Industry","ESP",2011,5,"MBI","Subsidy",5,0,1,1,0,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"373","Industry","Fossil Fuel Subsidies Industry","SVK",2011,9,"MBI","Carbon Pricing",5,0,0,1,0,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"374","Industry","Fossil Fuel Subsidies Industry","SWE",2011,4,"MBI","Carbon Pricing",2,0,0,1,0,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"375","Industry","Fossil Fuel Subsidies Industry","CHL",2011,5,"MBI","Carbon Pricing",3,0,0,1,0,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"376","Industry","MEPS electric motors","USA",2011,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",1
"377","Industry","MEPS electric motors","TUR",2011,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"378","Industry","MEPS electric motors","NOR",2011,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",1
"379","Industry","MEPS electric motors","CHE",2011,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",1
"380","Transport","Congestion Charges","GBR",2011,10,"MBI","Other MBI",2,2,0,1,1,"OECD","Congestion charge","Driving taxation","Other MBI","Market","jump",1
"381","Transport","Excise Tax Transport","HUN",2011,7,"MBI","Carbon Pricing",4,4,0,1,1,"OECD","Fuel excise tax","Driving taxation","Carbon Pricing","Market","jump",1
"382","Transport","Excise Tax Transport","JPN",2011,7,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel excise tax","Driving taxation","Carbon Pricing","Market","jump",1
"383","Transport","Excise Tax Transport","KOR",2011,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel excise tax","Driving taxation","Carbon Pricing","Market","jump",0
"384","Transport","Financial support","ESP",2011,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"385","Transport","Financial support","TUR",2011,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",0
"386","Transport","Fossil Fuel Subsidies Transport","JPN",2011,10,"MBI","Carbon Pricing",10,0,1,1,0,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"387","Transport","Fossil Fuel Subsidies Transport","CHL",2011,3,"MBI","Carbon Pricing",2,0,0,1,0,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"388","Transport","Investment in Rail Infrastructure","AUS",2011,5,"NMBI","Other NMBI",1,2,0,0,1,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"389","Transport","Investment in Rail Infrastructure","HUN",2011,9,"NMBI","Other NMBI",4,6,0,1,0,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"390","Transport","Investment in Rail Infrastructure","FRA",2011,7,"NMBI","Other NMBI",2,2,0,1,1,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"391","Transport","Investment in Rail Infrastructure","KOR",2011,7,"NMBI","Other NMBI",1,2,0,0,1,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",0
"392","Transport","Investment in Rail Infrastructure","DNK",2011,8,"NMBI","Other NMBI",2,2,0,1,1,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"393","Buildings","Bans and Phaseouts Fossil Fuels Heating","NOR",2012,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out of fossil heatings","Ban","Technology Standards","Non-market","jump",1
"394","Buildings","BuildingEnergyCodes","BRA",2012,5,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Building energy code","Building code","Performance Standards","Non-market","jump",0
"395","Buildings","BuildingEnergyCodes","NLD",2012,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD","Building energy code","Building code","Performance Standards","Non-market","jump",1
"396","Buildings","Carbon Tax Buildings","JPN",2012,3,"MBI","Carbon Pricing",3,3,1,1,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",1
"397","Buildings","Financing Mechanism Buildings","NLD",2012,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"398","Buildings","Financing Mechanism Buildings","SAU",2012,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",0
"399","Buildings","Financing Mechanism Buildings","BRA",2012,5,"MBI","Subsidy",2,2,0,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",0
"400","Buildings","Fossil Fuel Subsides Buildings","PRT",2012,9,"MBI","Carbon Pricing",3,2,0,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"401","Buildings","Fossil Fuel Subsides Buildings","GRC",2012,9,"MBI","Carbon Pricing",9,9,1,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"402","Buildings","Fossil Fuel Subsides Buildings","MEX",2012,3,"MBI","Carbon Pricing",2,1,0,1,0,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"403","Buildings","Labels Appliances","CHE",2012,8,"NMBI","Information",3,3,0,1,1,"OECD","Label","Label","Information","Non-market","jump",1
"404","Buildings","Labels Appliances","AUS",2012,10,"NMBI","Information",5,5,0,1,1,"OECD","Label","Label","Information","Non-market","jump",1
"405","Buildings","Labels Appliances","ZAF",2012,3,"NMBI","Information",3,3,1,1,1,"OECD","Label","Label","Information","Non-market","jump",0
"406","Buildings","MEPS of appliances","IDN",2012,5,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"407","Buildings","MEPS of appliances","JPN",2012,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",1
"408","Electricity","AirEmissionStandards","MEX",2012,4,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",0
"409","Electricity","AirEmissionStandards","CHL",2012,6,"NMBI","Performance Standards",6,6,1,1,1,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",0
"410","Electricity","AirEmissionStandards","CHN",2012,8,"NMBI","Performance Standards",6,6,0,1,1,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",0
"411","Electricity","AirEmissionStandards","USA",2012,5,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",1
"412","Electricity","Carbon Tax Electricity","CAN",2012,4,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","slow_increase",1
"413","Electricity","Carbon Tax Electricity","JPN",2012,5,"MBI","Carbon Pricing",5,5,1,1,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",1
"414","Electricity","ETS Electricity","USA",2012,6,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"415","Electricity","ETS Electricity","AUS",2012,9,"MBI","Carbon Pricing",9,9,1,1,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"416","Electricity","Feed-In-Tariffs","JPN",2012,8,"MBI","Subsidy",4,5,0,1,1,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",1
"417","Electricity","Fossil Fuel Subsidies Electricity","GBR",2012,8,"MBI","Carbon Pricing",8,8,1,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"418","Electricity","Fossil Fuel Subsidies Electricity","DNK",2012,5,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"419","Electricity","Fossil Fuel Subsidies Electricity","ITA",2012,4,"MBI","Carbon Pricing",4,4,1,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"420","Electricity","PlanningRenewablesExpansion","ROU",2012,7,"NMBI","Other regulatory instruments",2,2,0,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"421","Electricity","PlanningRenewablesExpansion","GBR",2012,4,"NMBI","Other regulatory instruments",2,3,0,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"422","Electricity","PlanningRenewablesExpansion","KOR",2012,7,"NMBI","Other regulatory instruments",5,5,0,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",0
"423","Electricity","PlanningRenewablesExpansion","IND",2012,4,"NMBI","Other regulatory instruments",4,4,1,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",0
"424","Electricity","Renewable energy certificates","NOR",2012,4,"MBI","Subsidy",4,4,1,1,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Subsidy","Non-market","jump",1
"425","Electricity","Renewable energy certificates","KOR",2012,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Subsidy","Non-market","jump",0
"426","Electricity","Renewable energy certificates","AUS",2012,7,"MBI","Subsidy",2,2,0,1,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Subsidy","Non-market","jump",1
"427","Electricity","Renewable expansion","COL",2012,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Renewable expansion planning","Planning","","Non-market","jump",0
"428","Industry","Carbon Tax Industry","JPN",2012,4,"MBI","Carbon Pricing",4,4,1,1,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",1
